,annual_temp,reproductive.mode,Binomial,Genus,Family,female.SVL,hatchling.neonate.SVL,intercept,slope,female_mass,hatchling_mass,largest.clutch,smallest.clutch,largest.mean.clutch.size,smallest.mean.clutch.size,Longitude.centroid..from.Roll.et.al..2017.,Latitude.centroid..from.Roll.et.al..2017.,Activity.time
Japalura_micangshanensis,10.08433331,Oviparous,Japalura_micangshanensis,Japalura,Agamidae,66.8,32,-4.686,3.105,202.728,94.674,4,2,3,3,107.23,33.57,Diurnal
Japalura_splendida,17.68700012,Oviparous,Japalura_splendida,Japalura,Agamidae,72.4,25.4,-4.686,3.105,220.116,74.181,7,5,6.3,6,106.04,29.66,Diurnal
Japalura_swinhonis,11.52733326,Oviparous,Japalura_swinhonis,Japalura,Agamidae,67.7,21,-4.686,3.105,205.5225,60.519,8,2,4.6,3.3,120.92,23.69,Diurnal
Kentropyx_altamazonica,25.95600001,Oviparous,Kentropyx_altamazonica,Kentropyx,Teiidae,86.7,31.9,-4.747,3.11,264.89,94.462,9,2,7,5.3,-66.74,-6.14,Diurnal
Kentropyx_calcarata,26.5729998,Oviparous,Kentropyx_calcarata,Kentropyx,Teiidae,91.4,33.5,-4.747,3.11,279.507,99.438,10,1,6.7,3,-56.59,-5.59,Diurnal
Kentropyx_pelviceps,26.15733353,Oviparous,Kentropyx_pelviceps,Kentropyx,Teiidae,101.7,37.5,-4.747,3.11,311.54,111.878,8,2,6.5,2.6,-69.83,-4.82,Diurnal
Kentropyx_striata,27.8033336,Oviparous,Kentropyx_striata,Kentropyx,Teiidae,82.3,30.5,-4.747,3.11,251.206,90.108,12,2,5.8,2.3,-60.44,3.22,Diurnal
Lacerta_agilis,4.771000008,Oviparous,Lacerta_agilis,Lacerta,Lacertidae,77.6,27,-4.543,2.951,224.4546,75.134,21,1,11.5,5.3,53.43,52.17,Diurnal
Lacerta_media,4.501666702,Oviparous,Lacerta_media,Lacerta,Lacertidae,113.7,32,-4.543,2.951,330.9857,89.889,18,1,12.4,10,42.89,38.04,Diurnal
Lacerta_schreiberi,12.2529999,Oviparous,Lacerta_schreiberi,Lacerta,Lacertidae,111,30.8,-4.543,2.951,323.018,86.3478,24,4,13.7,11,-6.18,41.22,Diurnal
Lacerta_strigata,13.59466694,Oviparous,Lacerta_strigata,Lacerta,Lacertidae,98.5,31.2,-4.543,2.951,286.1305,87.5282,17,4,10.2,10.2,46.92,41.16,Diurnal
Lacerta_viridis,5.476666706,Oviparous,Lacerta_viridis,Lacerta,Lacertidae,102.4,32.5,-4.543,2.951,297.6394,91.3645,24,4,12.9,5.1,24.12,45.45,Diurnal
Laemanctus_longipes,25.49566666,Oviparous,Laemanctus_longipes,Laemanctus,Corytophanidae,129,40,-5.033,3.243,413.314,124.687,6,2,4,4,-91,16.96,Diurnal
Lampropholis_amicula,19.17866651,Oviparous,Lampropholis_amicula,Lampropholis,Scincidae,29,18,-5.125,3.229,88.516,52.997,2,2,2,2,152.88,-28.04,Diurnal
Lampropholis_coggeri,18.65433335,Oviparous,Lampropholis_coggeri,Lampropholis,Scincidae,36.8,17,-5.125,3.229,113.7022,49.768,3,2,2.4,2.4,145.5,-17.51,Diurnal
Lampropholis_delicata,20.13233328,Oviparous,Lampropholis_delicata,Lampropholis,Scincidae,40,17.6,-5.125,3.229,124.035,51.7054,8,1,4.7,2,148.44,-29.41,Diurnal
Lampropholis_elongata,13.12300003,Oviparous,Lampropholis_elongata,Lampropholis,Scincidae,48.3,20,-5.125,3.229,150.8357,59.455,6,2,3.7,3.7,151.99,-31.35,Diurnal
Lampropholis_guichenoti,16.38799993,Oviparous,Lampropholis_guichenoti,Lampropholis,Scincidae,40.5,19,-5.125,3.229,125.6495,56.226,6,1,3.8,1.8,147.72,-34.08,Diurnal
Lankascincus_deignani,19.86833318,Oviparous,Lankascincus_deignani,Lankascincus,Scincidae,46.2,18,-5.125,3.229,144.0548,52.997,2,2,2,2,80.77,7.09,Diurnal
Lankascincus_fallax,26.07000001,Oviparous,Lankascincus_fallax,Lankascincus,Scincidae,39.2,18.3,-5.125,3.229,121.4518,53.9657,2,1,2,1.8,80.71,7.65,Diurnal
Latastia_longicaudata,23.19866673,Oviparous,Latastia_longicaudata,Latastia,Lacertidae,85.5,32.5,-4.543,2.951,247.7675,91.3645,10,3,6.8,6.8,24,12.48,Diurnal
Laudakia_tuberculata,-5.359000097,Oviparous,Laudakia_tuberculata,Laudakia,Agamidae,112.9,30.5,-4.686,3.105,345.8685,90.0165,15,4,9.9,8.9,77.67,32.36,Diurnal
Leiocephalus_carinatus,25.37200038,Oviparous,Leiocephalus_carinatus,Leiocephalus,Leiocephalidae,91.1,34,-5.033,3.243,290.4043,105.229,11,1,4.1,4,-78.75,21.91,Diurnal
Leiocephalus_macropus,25.46700001,Oviparous,Leiocephalus_macropus,Leiocephalus,Leiocephalidae,56.3,30.1,-5.033,3.243,177.5479,92.5813,3,1,3,1.8,-78.15,21.29,Diurnal
Leiocephalus_psammodromus,26.36363633,Oviparous,Leiocephalus_psammodromus,Leiocephalus,Leiocephalidae,74.9,32.5,-5.033,3.243,237.8677,100.3645,3,1,1.7,1.7,-71.85,21.74,Diurnal
Leiocephalus_schreibersii,25.31566668,Oviparous,Leiocephalus_schreibersii,Leiocephalus,Leiocephalidae,59.7,29.5,-5.033,3.243,188.5741,90.6355,4,1,2.5,2.5,-71.97,19.05,Diurnal
Leiocephalus_semilineatus,26.09366687,Oviparous,Leiocephalus_semilineatus,Leiocephalus,Leiocephalidae,42.2,25,-5.033,3.243,131.8216,76.042,4,1,1.8,1.8,-71.2,18.51,Diurnal
Leiolepis_belliana,26.44200007,Oviparous,Leiolepis_belliana,Leiolepis,Agamidae,88.1,40,-4.686,3.105,268.8645,119.514,8,3,6,3.3,101.75,13.36,Diurnal
Leptosiaphos_graueri,18.3240002,Oviparous,Leptosiaphos_graueri,Leptosiaphos,Scincidae,65.5,25,-5.125,3.229,206.3745,75.6,2,2,2,2,29.68,-0.96,Diurnal
Lerista_frosti,22.71366652,Oviparous,Lerista_frosti,Lerista,Scincidae,56.1,23,-5.125,3.229,176.0219,69.142,3,2,2.3,2.3,132.91,-23.03,Diurnal
Lerista_lineopunctulata,18.9216667,Oviparous,Lerista_lineopunctulata,Lerista,Scincidae,84.6,36,-5.125,3.229,268.0484,111.119,5,3,3.9,3.9,115.61,-30.69,Cathemeral
Lerista_microtis,15.61499993,Viviparous,Lerista_microtis,Lerista,Scincidae,50.8,20,-5.125,3.229,158.9082,59.455,4,2,2.6,2,119.03,-33.85,Cathemeral
Lerista_muelleri,20.14000018,Oviparous,Lerista_muelleri,Lerista,Scincidae,41.5,20,-5.125,3.229,128.8785,59.455,2,1,1.9,1.9,132.57,-26.91,Cathemeral
Lerista_planiventralis,22.19833342,Oviparous,Lerista_planiventralis,Lerista,Scincidae,55,28,-5.125,3.229,172.47,85.287,4,2,3,3,114.55,-26.88,Cathemeral
Lerista_punctatovittata,20.52933327,Oviparous,Lerista_punctatovittata,Lerista,Scincidae,95.3,39,-5.125,3.229,302.5987,120.806,5,1,3.3,1,145.15,-30.08,Cathemeral
Lialis_burtonis,21.75699989,Oviparous,Lialis_burtonis,Lialis,Pygopodidae,199.3,70.5,-2.039,1.371,271.2013,94.6165,3,1,2,1.7,134.33,-25.05,Cathemeral
Liolaemus_andinus,9.157666564,Viviparous,Liolaemus_andinus,Liolaemus,Liolaemidae,85.6,28,-4.678,3.097,260.4252,82.038,6,5,5.8,5.8,-67.79,-24.86,Diurnal
Liolaemus_bibronii,8.54399999,Oviparous,Liolaemus_bibronii,Liolaemus,Liolaemidae,53.3,27,-4.678,3.097,160.3921,78.941,5,1,3,2.5,-68.8,-42.54,Diurnal
Liolaemus_boulengeri,7.863333275,Oviparous,Liolaemus_boulengeri,Liolaemus,Liolaemidae,60.3,24.9,-4.678,3.097,182.0711,72.4373,6,2,4.6,3.6,-68.47,-42.88,Diurnal
Liolaemus_chacoensis,20.59266671,Oviparous,Liolaemus_chacoensis,Liolaemus,Liolaemidae,44.2,17,-4.678,3.097,132.2094,47.971,7,6,6.1,6.1,-64.12,-27.66,Diurnal
Liolaemus_cyanogaster,10.57733333,Viviparous,Liolaemus_cyanogaster,Liolaemus,Liolaemidae,59.8,24.5,-4.678,3.097,180.5226,71.1985,10,7,7.5,7.5,-72,-39.78,Diurnal
Liolaemus_elongatus,12.31266685,Viviparous,Liolaemus_elongatus,Liolaemus,Liolaemidae,75.8,28.6,-4.678,3.097,230.0746,83.8962,7,2,5,2.8,-69.75,-39.47,Diurnal
Liolaemus_gracilis,15.12333326,Oviparous,Liolaemus_gracilis,Liolaemus,Liolaemidae,50.3,23.6,-4.678,3.097,151.1011,68.4112,7,1,4.8,3.7,-67.04,-38.16,Diurnal
Liolaemus_huacahuasicus,5.845666637,unclear,Liolaemus_huacahuasicus,Liolaemus,Liolaemidae,61.6,26,-4.678,3.097,186.0972,75.844,8,2,5.4,4.2,-65.78,-26.64,Diurnal
Liolaemus_koslowskyi,19.03833326,Oviparous,Liolaemus_koslowskyi,Liolaemus,Liolaemidae,59.8,22,-4.678,3.097,180.5226,63.456,10,1,5.6,4.2,-67.03,-28.19,Diurnal
Liolaemus_kriegi,10.31533351,Viviparous,Liolaemus_kriegi,Liolaemus,Liolaemidae,99.8,36,-4.678,3.097,304.4026,106.814,4,4,4,4,-70.24,-40.41,Diurnal
Liolaemus_lineomaculatus,10.39566662,Viviparous,Liolaemus_lineomaculatus,Liolaemus,Liolaemidae,55.5,25,-4.678,3.097,167.2055,72.747,6,2,4,3.1,-70.06,-46.4,Diurnal
Liolaemus_lutzae,23.16066678,Oviparous,Liolaemus_lutzae,Liolaemus,Liolaemidae,60.8,28.1,-4.678,3.097,183.6196,82.3477,4,1,3,2.3,-42.86,-22.92,Diurnal
Liolaemus_magellanicus,6.177666734,Viviparous,Liolaemus_magellanicus,Liolaemus,Liolaemidae,59.1,24,-4.678,3.097,178.3547,69.65,9,2,6,2,-71.28,-50.65,Diurnal
Liolaemus_manueli,15.55099996,Viviparous,Liolaemus_manueli,Liolaemus,Liolaemidae,49.3,29,-4.678,3.097,148.0041,85.135,3,3,3,3,-70.36,-26.57,Diurnal
Liolaemus_olongasta,12.74866652,Oviparous,Liolaemus_olongasta,Liolaemus,Liolaemidae,57.7,26,-4.678,3.097,174.0189,75.844,8,1,3.8,3.2,-68.78,-30.81,Diurnal
Liolaemus_patriciaiturrae,3.134999978,Viviparous,Liolaemus_patriciaiturrae,Liolaemus,Liolaemidae,83.6,30.9,-4.678,3.097,254.2312,91.0193,4,3,3.5,3.5,-69.19,-26.76,Diurnal
Liolaemus_pictus,8.076666653,Viviparous,Liolaemus_pictus,Liolaemus,Liolaemidae,60,27.5,-4.678,3.097,181.142,80.4895,8,1,4.5,3.4,-72.31,-39.78,Diurnal
Liolaemus_riojanus,9.710333268,Oviparous,Liolaemus_riojanus,Liolaemus,Liolaemidae,50.9,28,-4.678,3.097,152.9593,82.038,5,4,4.2,4.2,-67.94,-31.17,Diurnal
Liolaemus_rothi,7.575333381,Oviparous,Liolaemus_rothi,Liolaemus,Liolaemidae,86,27,-4.678,3.097,261.664,78.941,9,1,7,6,-68.87,-40.97,Diurnal
Liolaemus_ruibali,11.27633333,Viviparous,Liolaemus_ruibali,Liolaemus,Liolaemidae,56.8,19,-4.678,3.097,171.2316,54.165,4,3,3.9,3.9,-69.48,-31.71,Diurnal
Liolaemus_scolaroi,5.866333365,Viviparous,Liolaemus_scolaroi,Liolaemus,Liolaemidae,61.9,28.9,-4.678,3.097,187.0263,84.8253,3,3,3,3,-71.83,-46.77,Diurnal
Liolaemus_signifer,8.499666711,Viviparous,Liolaemus_signifer,Liolaemus,Liolaemidae,89.3,28,-4.678,3.097,271.8841,82.038,7,5,6.4,5.8,-67.66,-19.69,Diurnal
Liolaemus_torresi,14.83399987,Viviparous,Liolaemus_torresi,Liolaemus,Liolaemidae,58.6,31.3,-4.678,3.097,176.8062,92.2581,2,2,2,2,-69.21,-22.23,Diurnal
Liolaemus_wiegmannii,16.62499992,Oviparous,Liolaemus_wiegmannii,Liolaemus,Liolaemidae,51.7,20,-4.678,3.097,155.4369,57.262,8,2,5.4,3.5,-62.49,-32.91,Diurnal
Liopholis_inornata,20.22633338,Viviparous,Liopholis_inornata,Liopholis,Scincidae,73.4,33.5,-5.125,3.229,231.8836,103.0465,4,1,3,2,131.51,-27.68,Cathemeral
Liopholis_modesta,18.60299977,Viviparous,Liopholis_modesta,Liopholis,Scincidae,101.3,42.2,-5.125,3.229,321.9727,131.1388,5,1,2.7,2.7,150.47,-29.13,Diurnal
Liopholis_striata,24.60333347,Viviparous,Liopholis_striata,Liopholis,Scincidae,91.5,41,-5.125,3.229,290.3285,127.264,4,1,2.7,2.6,126.32,-24.33,Cathemeral
Liopholis_whitii,16.91966677,Viviparous,Liopholis_whitii,Liopholis,Scincidae,87.9,38.5,-5.125,3.229,278.7041,119.1915,5,1,3.5,2.3,146.67,-33.63,Diurnal
Lipinia_noctua,26.88300037,Viviparous,Lipinia_noctua,Lipinia,Scincidae,41.7,20.1,-5.125,3.229,129.5243,59.7779,4,1,2,1.5,138.23,-5.24,Diurnal
Lipinia_pulchella,25.83533351,Oviparous,Lipinia_pulchella,Lipinia,Scincidae,42.4,21.1,-5.125,3.229,131.7846,63.0069,2,1,1.8,1.8,123.71,10.41,Diurnal
Lipinia_vittigera,27.78566694,Oviparous,Lipinia_vittigera,Lipinia,Scincidae,38,24.4,-5.125,3.229,117.577,73.6626,4,1,3,1.5,102.5,13.69,Diurnal
Lissolepis_coventryi,10.59999983,Viviparous,Lissolepis_coventryi,Lissolepis,Scincidae,100.8,36.5,-5.125,3.229,320.3582,112.7335,6,1,3,2.5,144.34,-37.43,Cathemeral
Lobulia_alpina,8.168999871,Viviparous,Lobulia_alpina,Lobulia,Scincidae,64,26,-5.125,3.229,201.531,78.829,4,1,2.6,2.6,147.38,-8.4,Diurnal
Lobulia_stellaris,11.06900009,Viviparous,Lobulia_stellaris,Lobulia,Scincidae,58.7,27,-5.125,3.229,184.4173,82.058,3,2,2.1,2.1,141.05,-4.93,Diurnal
Lophognathus_gilberti,27.51133347,Oviparous,Lophognathus_gilberti,Lophognathus,Agamidae,84,28,-4.686,3.105,256.134,82.254,20,2,5.4,5.4,132.2,-13.65,Diurnal
Lophosaurus_boydii,19.09499987,Oviparous,Lophosaurus_boydii,Lophosaurus,Agamidae,158.5,39,-4.686,3.105,487.4565,116.409,7,1,3,3,145.53,-17.48,Diurnal
Lophosaurus_spinipes,16.54866672,Oviparous,Lophosaurus_spinipes,Lophosaurus,Agamidae,119.5,31,-4.686,3.105,366.3615,91.569,9,2,5,5,152.49,-29.66,Diurnal
Loxopholis_guianense,25.87300014,Oviparous,Loxopholis_guianense,Loxopholis,Gymnophthalmidae,34.3,19,-4.207,2.3,74.683,39.493,2,2,2,2,-57.87,1.57,Cathemeral
Loxopholis_parietalis,25.87866656,Oviparous,Loxopholis_parietalis,Loxopholis,Gymnophthalmidae,36.1,17,-4.207,2.3,78.823,34.893,2,2,2,2,-73.77,-2.1,Diurnal
Loxopholis_percarinatum,26.91500044,Oviparous,Loxopholis_percarinatum,Loxopholis,Gymnophthalmidae,32.3,15.9,-4.207,2.3,70.083,32.363,2,1,2,1.8,-59.04,-2.24,Diurnal
Loxopholis_rugiceps,27.72166665,Oviparous,Loxopholis_rugiceps,Loxopholis,Gymnophthalmidae,40,17.1,-4.207,2.3,87.793,35.123,3,2,2.2,2,-75.13,7.98,Diurnal
Lygisaurus_foliorum,18.75300002,Oviparous,Lygisaurus_foliorum,Lygisaurus,Scincidae,34.5,15,-5.125,3.229,106.2755,43.31,3,1,2,1.9,150.69,-26.32,Diurnal
Lygodactylus_angularis,20.91466649,Oviparous,Lygodactylus_angularis,Lygodactylus,Gekkonidae,38.8,13.5,-4.242,2.761,102.8848,33.0315,2,2,2,2,30.26,-11.25,Cathemeral
Lygodactylus_capensis,20.48200019,Oviparous,Lygodactylus_capensis,Lygodactylus,Gekkonidae,30.3,14,-4.242,2.761,79.4163,34.412,2,1,2,1.9,28.23,-15.55,Diurnal
Lygodactylus_gravis,22.87733348,Oviparous,Lygodactylus_gravis,Lygodactylus,Gekkonidae,35.7,21.5,-4.242,2.761,94.3257,55.1195,2,2,2,2,38.19,-4.79,Diurnal
Lygodactylus_keniensis,23.97933292,Oviparous,Lygodactylus_keniensis,Lygodactylus,Gekkonidae,35,13.5,-4.242,2.761,92.393,33.0315,2,2,2,2,37.91,3.46,Diurnal
Lygodactylus_klugei,24.72699992,Oviparous,Lygodactylus_klugei,Lygodactylus,Gekkonidae,29.1,13.5,-4.242,2.761,76.1031,33.0315,2,1,2,1.8,-40.06,-8.12,Diurnal
Lygodactylus_picturatus,25.4556667,Oviparous,Lygodactylus_picturatus,Lygodactylus,Gekkonidae,35.3,11.5,-4.242,2.761,93.2213,27.5095,2,1,2,2,34.36,6.35,Diurnal
Lygodactylus_pictus,18.53133329,Oviparous,Lygodactylus_pictus,Lygodactylus,Gekkonidae,31.5,15.3,-4.242,2.761,82.7295,38.0013,2,2,2,2,47.12,-21.49,Diurnal
Lygodactylus_somalicus,22.92233324,Oviparous,Lygodactylus_somalicus,Lygodactylus,Gekkonidae,30,11.5,-4.242,2.761,78.588,27.5095,2,2,2,2,40.43,4.52,Diurnal
Lygosoma_bowringii,25.21066666,Oviparous,Lygosoma_bowringii,Lygosoma,Scincidae,49.7,21.5,-5.125,3.229,155.3563,64.2985,5,1,3.1,3.1,100.7,18.17,Diurnal
Lygosoma_quadrupes,25.57433351,Oviparous,Lygosoma_quadrupes,Lygosoma,Scincidae,79.5,26,-5.125,3.229,251.5805,78.829,3,2,2.2,2.2,107.61,13.73,Diurnal
Lyriocephalus_scutatus,18.80566661,Oviparous,Lyriocephalus_scutatus,Lyriocephalus,Agamidae,141.2,47,-4.686,3.105,433.74,141.249,16,1,5,2.3,80.46,6.8,Diurnal
Macropholidus_ruthveni,11.89066664,Oviparous,Macropholidus_ruthveni,Macropholidus,Gymnophthalmidae,41,18,-4.207,2.3,90.093,37.193,2,1,1.8,1.8,-78.7,-7.03,Diurnal
Marisora_unimarginata,27.17866691,Viviparous,Marisora_unimarginata,Marisora,Scincidae,66.3,30,-5.125,3.229,208.9577,91.745,9,2,6.3,3,-89.38,15.47,Diurnal
Mediodactylus_kotschyi,9.706666806,Oviparous,Mediodactylus_kotschyi,Mediodactylus,Gekkonidae,40.7,18.8,-4.242,2.761,108.1307,47.6648,3,1,2.3,1,29.67,38.85,Cathemeral
Menetia_greyii,21.62700001,Oviparous,Menetia_greyii,Menetia,Scincidae,32,13.5,-5.125,3.229,98.203,38.4665,4,1,2.1,1,133.16,-25.31,Diurnal
Meroles_anchietae,21.27266661,Oviparous,Meroles_anchietae,Meroles,Lacertidae,44,26.5,-4.543,2.951,125.301,73.6585,2,1,1.3,1.3,14.35,-21.35,Diurnal
Meroles_cuneirostris,18.02466671,Oviparous,Meroles_cuneirostris,Meroles,Lacertidae,49,26.8,-4.543,2.951,140.056,74.5438,5,1,2.9,2.9,15.83,-25.58,Diurnal
Meroles_squamulosus,23.18600019,Oviparous,Meroles_squamulosus,Meroles,Lacertidae,56.3,29,-4.543,2.951,161.5983,81.036,12,3,4,4,28.11,-17.83,Diurnal
Meroles_suborbitalis,19.18233339,Oviparous,Meroles_suborbitalis,Meroles,Lacertidae,59.5,26.5,-4.543,2.951,171.0415,73.6585,8,1,5.3,3.9,19.16,-27.59,Diurnal
Mesalina_bahaeldini,17.09533342,Oviparous,Mesalina_bahaeldini,Mesalina,Lacertidae,41.3,22,-4.543,2.951,117.3333,60.379,5,2,3.5,3.5,33.89,29.23,Diurnal
Mesalina_guttulata,22.98666676,Oviparous,Mesalina_guttulata,Mesalina,Lacertidae,45.5,21,-4.543,2.951,129.7275,57.428,10,1,5,4.2,15.46,23.82,Diurnal
Mesalina_olivieri,21.21333305,Oviparous,Mesalina_olivieri,Mesalina,Lacertidae,40.8,21,-4.543,2.951,115.8578,57.428,8,1,4,3.4,9.75,29.29,Diurnal
Mesalina_rubropunctata,23.65966694,Oviparous,Mesalina_rubropunctata,Mesalina,Lacertidae,48.4,26,-4.543,2.951,138.2854,72.183,7,3,5,4,15.27,23.88,Diurnal
Mesaspis_monticola,12.01600011,Viviparous,Mesaspis_monticola,Mesaspis,Anguidae,74.5,25,-5.765,3.48,253.495,81.235,10,2,5.4,3.4,-83.46,9.39,Diurnal
Mesaspis_moreletii,21.5933334,Viviparous,Mesaspis_moreletii,Mesaspis,Anguidae,82,30.5,-5.765,3.48,279.595,100.375,10,3,6,6,-88.96,14.91,Diurnal
Micrablepharus_atticolus,23.74100002,Oviparous,Micrablepharus_atticolus,Micrablepharus,Gymnophthalmidae,37.1,16,-4.207,2.3,81.123,32.593,2,1,2,1.8,-52.64,-15.62,Diurnal
Micrablepharus_maximiliani,24.88433313,Oviparous,Micrablepharus_maximiliani,Micrablepharus,Gymnophthalmidae,40.8,22,-4.207,2.3,89.633,46.393,3,1,3,1.5,-48.09,-12.02,Diurnal
Microlophus_occipitalis,16.35900005,Oviparous,Microlophus_occipitalis,Microlophus,Tropiduridae,53.3,26.6,-3.884,2.719,141.0387,68.4414,8,2,4.5,3.5,-79.5,-5.4,Diurnal
Microlophus_quadrivittatus,16.39999978,Oviparous,Microlophus_quadrivittatus,Microlophus,Tropiduridae,83.9,41,-3.884,2.719,224.2401,107.595,5,2,3.2,3.2,-69.92,-21.54,Diurnal
Microlophus_stolzmanni,16.13266675,Oviparous,Microlophus_stolzmanni,Microlophus,Tropiduridae,60.5,30,-3.884,2.719,160.6155,77.686,4,1,2.6,2.6,-78.17,-6.69,Diurnal
Mochlus_afer,17.75100025,Oviparous,Mochlus_afer,Mochlus,Scincidae,99.5,24,-5.125,3.229,316.1605,72.371,7,1,4.4,4.4,34.67,1.77,Diurnal
Mochlus_guineensis,24.04233329,Oviparous,Mochlus_guineensis,Mochlus,Scincidae,66,26,-5.125,3.229,207.989,78.829,4,1,2.7,2.3,10.68,4.65,Diurnal
Mochlus_sundevalli,20.82833322,Oviparous,Mochlus_sundevalli,Mochlus,Scincidae,93.2,24,-5.125,3.229,295.8178,72.371,7,2,4.3,3.3,29.66,-11.39,Diurnal
Moloch_horridus,22.89500006,Oviparous,Moloch_horridus,Moloch,Agamidae,106.2,34.5,-4.686,3.105,325.065,102.4365,10,3,8,6.5,126.82,-25.4,Diurnal
Morethia_adelaidensis,20.39366682,Oviparous,Morethia_adelaidensis,Morethia,Scincidae,49,17,-5.125,3.229,153.096,49.768,6,1,3.4,3.2,137.77,-30.21,Diurnal
Morethia_boulengeri,22.96966688,Oviparous,Morethia_boulengeri,Morethia,Scincidae,47.3,19.5,-5.125,3.229,147.6067,57.8405,6,1,3.7,2.3,136.95,-25.2,Diurnal
Morethia_lineoocellata,20.27733358,Oviparous,Morethia_lineoocellata,Morethia,Scincidae,46.2,19,-5.125,3.229,144.0548,56.226,5,2,2.8,2.7,115.15,-29.46,Diurnal
Morethia_ruficauda,25.99566666,Oviparous,Morethia_ruficauda,Morethia,Scincidae,36.3,19,-5.125,3.229,112.0877,56.226,3,1,2,2,128.65,-21.23,Diurnal
Morethia_storri,27.41133308,Oviparous,Morethia_storri,Morethia,Scincidae,35.9,17,-5.125,3.229,110.7961,49.768,3,1,2.5,2.1,130.93,-14.19,Diurnal
Morethia_taeniopleura,22.22799985,Oviparous,Morethia_taeniopleura,Morethia,Scincidae,39.1,18,-5.125,3.229,121.1289,52.997,4,2,2.4,2.3,147.6,-21.13,Diurnal
Morunasaurus_annularis,24.07566659,Oviparous,Morunasaurus_annularis,Morunasaurus,Hoplocercidae,105.7,61,-5.033,3.243,337.7521,192.79,5,2,4.5,4.5,-77.31,-0.44,Diurnal
Naultinus_gemmeus,4.524333358,Viviparous,Naultinus_gemmeus,Naultinus,Diplodactylidae,69.5,33,-4.804,3.057,207.6575,96.077,2,1,2,1.9,170.03,-44.82,Diurnal
Notomabuya_frenata,25.09866635,Viviparous,Notomabuya_frenata,Notomabuya,Scincidae,73,29,-5.125,3.229,230.592,88.516,9,1,5.1,3.5,-55.26,-18.6,Diurnal
Notoscincus_ornatus,25.67300018,Oviparous,Notoscincus_ornatus,Notoscincus,Scincidae,34,19,-5.125,3.229,104.661,56.226,4,2,2.8,2.8,132.45,-20.1,Diurnal
Nucras_intertexta,22.37400023,Oviparous,Nucras_intertexta,Nucras,Lacertidae,72.4,28,-4.543,2.951,209.1094,78.085,8,2,6,4,24.31,-23.37,Diurnal
Nucras_lalandii,9.158333302,Oviparous,Nucras_lalandii,Nucras,Lacertidae,89.1,22.5,-4.543,2.951,258.3911,61.8545,14,3,7,7,28.73,-29.34,Diurnal
Nucras_tessellata,20.79533315,Oviparous,Nucras_tessellata,Nucras,Lacertidae,72.7,32,-4.543,2.951,209.9947,89.889,7,3,4.7,3.3,17.95,-25.68,Diurnal
Oligosoma_grande,9.295666734,Viviparous,Oligosoma_grande,Oligosoma,Scincidae,93.8,38,-5.125,3.229,297.7552,117.577,4,2,2.4,1.9,169.77,-45.12,Diurnal
Oligosoma_inconspicuum,3.287333323,Viviparous,Oligosoma_inconspicuum,Oligosoma,Scincidae,59.5,24,-5.125,3.229,187.0005,72.371,6,1,3,3,168.96,-45.33,Diurnal
Oligosoma_maccanni,5.449333397,Viviparous,Oligosoma_maccanni,Oligosoma,Scincidae,58.3,26.1,-5.125,3.229,183.1257,79.1519,9,1,3.7,2.8,170.07,-44.79,Diurnal
Oligosoma_macgregori,14.63833348,Viviparous,Oligosoma_macgregori,Oligosoma,Scincidae,107,35,-5.125,3.229,340.378,107.89,2,2,2,2,174.53,-36.2,Cathemeral
Oligosoma_oliveri,14.87708338,Viviparous,Oligosoma_oliveri,Oligosoma,Scincidae,81,40.4,-5.125,3.229,256.424,125.3266,4,2,3.3,3.3,175.76,-36.67,Cathemeral
Oligosoma_otagense,8.70966661,Viviparous,Oligosoma_otagense,Oligosoma,Scincidae,114.2,43,-5.125,3.229,363.6268,133.722,4,1,2.6,1.7,169.72,-45.21,Diurnal
Oligosoma_polychroma,7.308999995,Viviparous,Oligosoma_polychroma,Oligosoma,Scincidae,59.2,31,-5.125,3.229,186.0318,94.974,10,1,5.8,3.8,172.43,-42.65,Diurnal
Oligosoma_suteri,15.14999994,Oviparous,Oligosoma_suteri,Oligosoma,Scincidae,84.8,36,-5.125,3.229,268.6942,111.119,6,2,3.7,3.6,174.61,-35.86,Cathemeral
Oligosoma_whitakeri,12.79299998,Viviparous,Oligosoma_whitakeri,Oligosoma,Scincidae,89.2,48,-5.125,3.229,282.9018,149.867,4,1,2,2,175.18,-39.88,Cathemeral
Ophiodes_intermedius,19.8743333,Viviparous,Ophiodes_intermedius,Ophiodes,Anguidae,171,95,-5.765,3.48,589.315,324.835,11,11,11,11,-61.97,-29.04,Cathemeral
Ophiodes_striatus,20.44433324,Viviparous,Ophiodes_striatus,Ophiodes,Anguidae,181.6,46,-5.765,3.48,626.203,154.315,16,2,11,3.6,-49.87,-22.21,Diurnal
Ophisaurus_attenuatus,16.12300014,Oviparous,Ophisaurus_attenuatus,Ophisaurus,Anguidae,234.9,58,-5.765,3.48,811.687,196.075,20,4,10.8,8.7,-89.83,34.36,Diurnal
Ophisops_elegans,20.8053335,Oviparous,Ophisops_elegans,Ophisops,Lacertidae,46.6,21.9,-4.543,2.951,132.9736,60.0839,8,1,4,3.1,41.5,35.95,Diurnal
Oplurus_cuvieri,22.27399985,Oviparous,Oplurus_cuvieri,Oplurus,Opluridae,129.1,45,-6.439,3.94,502.215,170.861,5,2,3.5,3.5,45.58,-18.42,Diurnal
